"RH"	"C"	"daily.gam.surface"
66	36	0
66	37	0
66	38	0
66	39	0
66	40	0
66	41	0
66	42	0
66	43	0
66	44	0
66	45	0
66	46	0
66	47	0
66	48	0
66	49	0
66	50	0
67	-15	0.00520238179822539
67	-14	0.00397414580883224
67	-13	0.0027970829511303
67	-12	0.00047815751624819
67	-11	0
67	-10	0
67	-9	0
67	-8	0
67	-7	0.00151293281502420
67	-6	0.0115291045664913
67	-5	0.0211820107727473
67	-4	0.0242207557528521
67	-3	0.0160280946079099
67	-2	0
67	-1	0
67	0	0
67	1	0
67	2	0
67	3	0
67	4	0.0186661688369860
67	5	0.0288161592810440
67	6	0.0202099837132242
67	7	0
67	8	0
67	9	0
67	10	0
67	11	0.0454672564662949
67	12	0.100391203475671
67	13	0.14714968792254
67	14	0.172632996071289
67	15	0.177190224303357
67	16	0.182736287899312
67	17	0.213374572343567
67	18	0.277356576929642
67	19	0.364058800757972
67	20	0.449615344837155
67	21	0.502941405634991
67	22	0.502830512126791
67	23	0.444882322057934
67	24	0.349715857261752
67	25	0.249201337913123
67	26	0.168312938878537
67	27	0.118282358219733
67	28	0.0948463992902742
67	29	0.0809201101200512
67	30	0.0551416792681243
67	31	0.00534825885708232
67	32	0
67	33	0
67	34	0
67	35	0
67	36	0
67	37	0
67	38	0
67	39	0
67	40	0
67	41	0
67	42	0
67	43	0
67	44	0
67	45	0
67	46	0
67	47	0
67	48	0
67	49	0
67	50	0
68	-15	0
68	-14	0
68	-13	0
68	-12	0
68	-11	0
68	-10	0
68	-9	0.000909895669768498
68	-8	0.00450165534486522
68	-7	0.0092249310843254
68	-6	0.013472040713408
68	-5	0.0141084677364172
68	-4	0.00686411041470589
68	-3	0
68	-2	0
68	-1	0
68	0	0
68	1	0
68	2	0
68	3	0.0139205851698186
68	4	0.0339664869122558
68	5	0.0345407082948274
68	6	0.0149127406245746
68	7	0
68	8	0
68	9	0
68	10	0
68	11	0.0589565807192443
68	12	0.130961000684709
68	13	0.192590797799234
68	14	0.229753883742140
68	15	0.244714249931083
68	16	0.263908822986428
68	17	0.310331684002196
68	18	0.390972925024736
68	19	0.492602332779891
68	20	0.587665506473936
68	21	0.643045595693597
68	22	0.634453129510874
68	23	0.561173222415726
68	24	0.446217258473653
68	25	0.323660431066614
68	26	0.222705599387209
68	27	0.157340286512007
68	28	0.124269784973669
68	29	0.104461498603418
68	30	0.072679061671567
68	31	0.0117690272862307
68	32	0
68	33	0
68	34	0
68	35	0
68	36	0
68	37	0
68	38	0
68	39	0
68	40	0
68	41	0
68	42	0
68	43	0
68	44	0
68	45	0
68	46	0
68	47	0
68	48	0
68	49	0
68	50	0
69	-15	0
69	-14	0
69	-13	0
69	-12	0
69	-11	0
69	-10	0.00204732098869982
69	-9	0.0069534250080206
69	-8	0.0111886689724426
69	-7	0.0138900366101658
69	-6	0.0133329270863534
69	-5	0.00757624042813193
69	-4	0
69	-3	0
69	-2	0
69	-1	0
69	0	0
69	1	0
69	2	0.00741249621193945
69	3	0.0332992304429125
69	4	0.041682226046199
69	5	0.0324487555675282
69	6	0.00729738021091597
69	7	0
69	8	0
69	9	0
69	10	0.0071655355113621
69	11	0.079537965002531
69	12	0.1598196892247
69	13	0.228357574076738
69	14	0.277249589180631
69	15	0.310773073477598
69	16	0.352903588554416
69	17	0.423574016767764
69	18	0.524822969106657
69	19	0.639768598648655
69	20	0.740030767422876
69	21	0.793412848657087
69	22	0.776971585161449
69	23	0.690542117798144
69	24	0.556279253025453
69	25	0.409344113545597
69	26	0.284069189522378
69	27	0.196978037088865
69	28	0.145919315729819
69	29	0.113057393203617
69	30	0.07245641034023
69	31	0.00375346298317737
69	32	0
69	33	0
69	34	0
69	35	0
69	36	0
69	37	0
69	38	0
69	39	0
69	40	0
69	41	0
69	42	0
69	43	0
69	44	0
69	45	0
69	46	0
69	47	0
69	48	0
69	49	0
69	50	0
70	-15	0
70	-14	0
70	-13	0
70	-12	0
70	-11	0
70	-10	0.00478474375384933
70	-9	0.0110513308423202
70	-8	0.0153367603776251
70	-7	0.0164615423748140
70	-6	0.0131382437683132
70	-5	0.00517024594549278
70	-4	0
70	-3	0
70	-2	0
70	-1	0
70	0	0
70	1	0.00687873769178561
70	2	0.0315223143185796
70	3	0.0433619023589485
70	4	0.0380505832964117
70	5	0.0220784811113031
70	6	0
70	7	0
70	8	0
70	9	0
70	10	0.0385496464326883
70	11	0.109007184283265
70	12	0.186104291674961
70	13	0.256174709433392
70	14	0.317149243307199
70	15	0.375977349041575
70	16	0.451074766421995
70	17	0.554874829369526
70	18	0.682200340436254
70	19	0.812262068712972
70	20	0.918017179369252
70	21	0.969764006047235
70	22	0.946299759920794
70	23	0.846237455559866
70	24	0.690496091254537
70	25	0.51511633156023
70	26	0.357595298857911
70	27	0.239262865597974
70	28	0.162647122781431
70	29	0.110655021083010
70	30	0.056494109520469
70	31	0
70	32	0
70	33	0
70	34	0
70	35	0
70	36	0
70	37	0
70	38	0
70	39	0
70	40	0
70	41	0
70	42	0
70	43	0
70	44	0
70	45	0
70	46	0
70	47	0
70	48	0
70	49	0
70	50	0
71	-15	0
71	-14	0
71	-13	0
71	-12	0
71	-11	0
71	-10	0.00723718289034236
71	-9	0.0131316151659728
71	-8	0.0163660423292700
71	-7	0.0161508651654356
71	-6	0.0123429865232138
71	-5	0.00603430629725786
71	-4	0
71	-3	0
71	-2	0
71	-1	0
71	0	0.0141174794437232
71	1	0.0311993085670456
71	2	0.0407849912247021
71	3	0.0351661557879657
71	4	0.0188475601188261
71	5	0.00209769723253976
71	6	0
71	7	0
71	8	0.00547663094692542
71	9	0.039166092489623
71	10	0.0890532488337308
71	11	0.150354238838520
71	12	0.217814625788452
71	13	0.288305534129986
71	14	0.364728760401265
71	15	0.454460820850536
71	16	0.56996407401233
71	17	0.71314770879633
71	18	0.8697738768568
71	19	1.01907344280258
71	20	1.13342368232660
71	21	1.18516029485047
71	22	1.15328674143192
71	23	1.03613185055512
71	24	0.85424508480018
71	25	0.64496568392388
71	26	0.447824824895694
71	27	0.290363938834647
71	28	0.181336196755832
71	29	0.105869405687248
71	30	0.0356724050795172
71	31	0
71	32	0
71	33	0
71	34	0
71	35	0
71	36	0
71	37	0
71	38	0
71	39	0
71	40	0
71	41	0
71	42	0
71	43	0
71	44	0
71	45	0
71	46	0
71	47	0
71	48	0
71	49	0
71	50	0
72	-15	0
72	-14	0
72	-13	0
72	-12	0
72	-11	0.00275229725626855
72	-10	0.00961590228196238
72	-9	0.0132737622671921
72	-8	0.0141672632519978
72	-7	0.0123127952672397
72	-6	0.00915792884454799
72	-5	0.00627323362963512
72	-4	0.00558513600230776
72	-3	0.00776478418018917
72	-2	0.0135577971066110
72	-1	0.0228870467703597
72	0	0.0333350089634366
72	1	0.0383680608163687
72	2	0.0306754312625213
72	3	0.0105986064151379
72	4	0
72	5	0
72	6	0
72	7	0.0129242944150869
72	8	0.0514547242200795
72	9	0.0990530819961702
72	10	0.149339036517047
72	11	0.201660353407611
72	12	0.262646972425486
72	13	0.339110478076288
72	14	0.437468204949716
72	15	0.562517026515416
72	16	0.720109345070294
72	17	0.902238449905483
72	18	1.08928603783917
72	19	1.25924102248641
72	20	1.38534263714055
72	21	1.43826196757618
72	22	1.39595076695967
72	23	1.25638578833944
72	24	1.04123449403175
72	25	0.791448686198054
72	26	0.551375198312414
72	27	0.354307783604195
72	28	0.212444180777911
72	29	0.111893841640828
72	30	0.0250226404579239
72	31	0
72	32	0
72	33	0
72	34	0
72	35	0
72	36	0
72	37	0
72	38	0
72	39	0
72	40	0
72	41	0
72	42	0
72	43	0
72	44	0
72	45	0
72	46	0
72	47	0
72	48	0
72	49	0
72	50	0
73	-15	0
73	-14	0
73	-13	0
73	-12	0.0020078947096131
73	-11	0.00911628171079099
73	-10	0.0121019796613239
73	-9	0.0117672138739481
73	-8	0.00904489029852845
73	-7	0.00474145801933207
73	-6	0.00124898733760820
73	-5	0.00120613473157498
73	-4	0.00627396744301693
73	-3	0.0154443123418575
73	-2	0.0249823549707194
73	-1	0.0321921248655302
73	0	0.0348373073834907
73	1	0.0283936133133857
73	2	0.00884739665826098
73	3	0
73	4	0
73	5	0
73	6	0
73	7	0.0400710327326059
73	8	0.0959575415559516
73	9	0.153156749071022
73	10	0.204459544442373
73	11	0.254613072763639
73	12	0.320227305385856
73	13	0.414551414396288
73	14	0.543737877279181
73	15	0.707343523010077
73	16	0.902306366334269
73	17	1.11631214900589
73	18	1.32888042388473
73	19	1.51854416137251
73	20	1.65781745296262
73	21	1.71355131240152
73	22	1.66135613796300
73	23	1.49550547765069
73	24	1.24123392044656
73	25	0.946235709873275
73	26	0.663289257262178
73	27	0.431420754208075
73	28	0.262608748474756
73	29	0.140119482395366
73	30	0.0336754343240228
73	31	0
73	32	0
73	33	0
73	34	0
73	35	0
73	36	0
73	37	0
73	38	0
73	39	0
73	40	0
73	41	0
73	42	0
73	43	0
73	44	0
73	45	0
73	46	0
73	47	0
73	48	0
73	49	0
73	50	0
74	-15	0
74	-14	0
74	-13	0.00750071359200856
74	-12	0.0148339609819822
74	-11	0.0169497966179083
74	-10	0.0145967491434661
74	-9	0.00902909900685168
74	-8	0.00163692410769269
74	-7	0
74	-6	0
74	-5	0
74	-4	0
74	-3	0.00874407081658513
74	-2	0.0193351799995254
74	-1	0.0249511629917401
74	0	0.0237551324495804
74	1	0.0118362427680917
74	2	0
74	3	0
74	4	0
74	5	0
74	6	0.0065572546187829
74	7	0.0653304486205938
74	8	0.127850949055194
74	9	0.186921852237672
74	10	0.240738390261495
74	11	0.301320855842920
74	12	0.388281074531154
74	13	0.515838384768414
74	14	0.68575118348841
74	15	0.887665488158618
74	16	1.11062140704297
74	17	1.34291516409127
74	18	1.57010586292888
74	19	1.77438578439593
74	20	1.92826495270416
74	21	1.99404247429966
74	22	1.93717426139714
74	23	1.74637278396536
74	24	1.44940092385659
74	25	1.10450221039550
74	26	0.77942481315769
74	27	0.520810590619
74	28	0.33416400506957
74	29	0.192981414280214
74	30	0.0633380152238317
74	31	0
74	32	0
74	33	0
74	34	0
74	35	0
74	36	0
74	37	0
74	38	0
74	39	0
74	40	0
74	41	0
74	42	0
74	43	0
74	44	0
74	45	0
74	46	0
74	47	0
74	48	0
74	49	0
74	50	0
75	-15	0.00818141570098198
75	-14	0.0175990788297486
75	-13	0.0246994265750912
75	-12	0.0273921099744655
75	-11	0.0241294652402991
75	-10	0.0163625547727836
75	-9	0.00570621059264718
75	-8	0
75	-7	0
75	-6	0
75	-5	0
75	-4	0
75	-3	0
75	-2	0.000250856149506026
75	-1	0.00719557969936611
75	0	0.00752537504036385
75	1	0
75	2	0
75	3	0
75	4	0
75	5	0
75	6	0.0290079550432390
75	7	0.0848396633860463
75	8	0.140933703960934
75	9	0.195983702202239
75	10	0.258502673731909
75	11	0.344149973241106
75	12	0.470485605847688
75	13	0.645994465232564
75	14	0.85904340175849
75	15	1.09199779271083
75	16	1.32937363100135
75	17	1.56474633849225
75	18	1.79426831363432
75	19	2.01010327954084
75	20	2.18590687669657
75	21	2.27407881690128
75	22	2.22405936956261
75	23	2.01162962157771
75	24	1.66681448623742
75	25	1.26502792371331
75	26	0.895944837830123
75	27	0.616387330398078
75	28	0.419532195400893
75	29	0.262447547982991
75	30	0.107008205754986
75	31	0
75	32	0
75	33	0
75	34	0
75	35	0
75	36	0
75	37	0
75	38	0
75	39	0
75	40	0
75	41	0
75	42	0
75	43	0
75	44	0
75	45	0
75	46	0
75	47	0
75	48	0
75	49	0
75	50	0
76	-15	0.0289908200307694
76	-14	0.0362212382627037
76	-13	0.0388747028188146
76	-12	0.0361490777305023
76	-11	0.0281019467529287
76	-10	0.0159547923626855
76	-9	0.00214646136888558
76	-8	0
76	-7	0
76	-6	0
76	-5	0
76	-4	0
76	-3	0
76	-2	0
76	-1	0
76	0	0
76	1	0
76	2	0
76	3	0
76	4	0
76	5	0.0205487553564990
76	6	0.0553310776135096
76	7	0.095337648432081
76	8	0.137711257725685
76	9	0.191175994379170
76	10	0.272484434813235
76	11	0.398668854419062
76	12	0.579126339803295
76	13	0.80680991434254
76	14	1.05769949008563
76	15	1.30805241146334
76	16	1.54410036301634
76	17	1.76855517168961
76	18	1.99580003483977
76	19	2.23008062965484
76	20	2.44186573407507
76	21	2.56884090104199
76	22	2.53603466220873
76	23	2.30195003986418
76	24	1.90044664370967
76	25	1.43029260650618
76	26	1.01065685080061
76	27	0.709515358891977
76	28	0.505348930646884
76	29	0.33318936549954
76	30	0.151096840136750
76	31	0
76	32	0
76	33	0
76	34	0
76	35	0
76	36	0
76	37	0
76	38	0
76	39	0
76	40	0
76	41	0
76	42	0
76	43	0
76	44	0
76	45	0
76	46	0
76	47	0
76	48	0
76	49	0
76	50	0
77	-15	0.0454796715305419
77	-14	0.0496497267184124
77	-13	0.047901386207293
77	-12	0.0397344358617496
77	-11	0.0268709126341090
77	-10	0.0121198046472156
77	-9	0
77	-8	0
77	-7	0
77	-6	0
77	-5	0
77	-4	0
77	-3	0
77	-2	0
77	-1	0
77	0	0
77	1	0
77	2	0.00865191196217699
77	3	0.0203998085741031
77	4	0.0358463557704901
77	5	0.0562545384706218
77	6	0.0773048128580067
77	7	0.0979874217035977
77	8	0.127973213153746
77	9	0.188474038005709
77	10	0.302139113297806
77	11	0.482677490405372
77	12	0.724532105242989
77	13	1.00048345223110
77	14	1.27581927587593
77	15	1.52739702658447
77	16	1.74781982968891
77	17	1.95726017399145
77	18	2.19140219972040
77	19	2.46232300796143
77	20	2.72686797141656
77	21	2.90227906958631
77	22	2.88772140590201
77	23	2.62481425490377
77	24	2.15226352504003
77	25	1.5999051734785
77	26	1.11841951002425
77	27	0.791651539794281
77	28	0.579037830615008
77	29	0.388431182609944
77	30	0.180994370375259
77	31	0
77	32	0
77	33	0
77	34	0
77	35	0
77	36	0
77	37	0
77	38	0
77	39	0
77	40	0
77	41	0
77	42	0
77	43	0
77	44	0
77	45	0
77	46	0
77	47	0
77	48	0
77	49	0
77	50	0
78	-15	0.0557064030561612
78	-14	0.0564651405479238
78	-13	0.0494756870318138
78	-12	0.0361430123873905
78	-11	0.0195557224285727
78	-10	0.00381445803303704
78	-9	0
78	-8	0
78	-7	0
78	-6	0
78	-5	0
78	-4	0
78	-3	0
78	-2	0
78	-1	0
78	0	0
78	1	0.00365592105870327
78	2	0.0227485365290118
78	3	0.0441196816280758
78	4	0.063684914576653
78	5	0.0795026679130611
78	6	0.0892773709894631
78	7	0.097807799488898
78	8	0.126590417245843
78	9	0.205375767682014
78	10	0.361462330944982
78	11	0.601583399102419
78	12	0.90471816487427
78	13	1.2245942201586
78	14	1.5140456674715
78	15	1.75489427773992
78	16	1.95699607363732
78	17	2.15797687594680
78	18	2.41135273968716
78	19	2.73358591560484
78	20	3.06192410287704
78	21	3.28298739038014
78	22	3.27277580630531
78	23	2.96182049323589
78	24	2.40488800647341
78	25	1.76332972268688
78	26	1.21655697441671
78	27	0.861325145960584
78	28	0.634261581741079
78	29	0.420017805611447
78	30	0.189198083744159
78	31	0
78	32	0
78	33	0
78	34	0
78	35	0
78	36	0
78	37	0
78	38	0
78	39	0
78	40	0
78	41	0
78	42	0
78	43	0
78	44	0
78	45	0
78	46	0
78	47	0
78	48	0
78	49	0
78	50	0
79	-15	0.057132797635199
79	-14	0.0541371348882944
79	-13	0.0427529662697455
79	-12	0.0252530004794407
79	-11	0.00631285983383376
79	-10	0
79	-9	0
79	-8	0
79	-7	0
79	-6	0.00544342112171756
79	-5	0.0149086145957302
79	-4	0.0194498771271465
79	-3	0.0161530317363373
79	-2	0.00637367909695605
79	-1	0
79	0	0
79	1	0.00117246720653227
79	2	0.0234148425081147
79	3	0.0508233013652543
79	4	0.0732805955016865
79	5	0.0866092336880906
79	6	0.0928678176306708
79	7	0.103910099738315
79	8	0.146791913815631
79	9	0.255026308013054
79	10	0.457864728242294
79	11	0.758561405657947
79	12	1.11789524531161
79	13	1.47342110718599
79	14	1.77246925099016
79	15	2.00186569089537
79	16	2.19277657049841
79	17	2.40237957658111
79	18	2.68905472068620
79	19	3.06478970745766
79	20	3.4461769027899
79	21	3.69358521513964
79	22	3.6603073981381
79	23	3.27814559787651
79	24	2.63119932143356
79	25	1.90840829771572
79	26	1.30140340711953
79	27	0.910112259656892
79	28	0.657409285067932
79	29	0.422095352716356
79	30	0.175106403991008
79	31	0
79	32	0
79	33	0
79	34	0
79	35	0
79	36	0
79	37	0
79	38	0
79	39	0
79	40	0
79	41	0
79	42	0
79	43	0
79	44	0
79	45	0
79	46	0
79	47	0
79	48	0
79	49	0
79	50	0
80	-15	0.048577891795690
80	-14	0.0420165065837115
80	-13	0.0274289976403705
80	-12	0.00721721797851965
80	-11	0
80	-10	0
80	-9	0
80	-8	0
80	-7	0.00343079595578169
80	-6	0.0260779670851254
80	-5	0.0461077433420773
80	-4	0.0554422247193326
80	-3	0.0481477262482952
80	-2	0.0274694489409122
80	-1	0.00193330750386125
80	0	0
80	1	0
80	2	0.00998900019492657
80	3	0.0413017486599056
80	4	0.0685326227672083
80	5	0.0853393923710412
80	6	0.0988287920609914
80	7	0.127245407600097
80	8	0.198870958773457
80	9	0.348320148562408
80	10	0.60328597867654
80	11	0.956417396852369
80	12	1.35562227836929
80	13	1.73502921968695
80	14	2.04200675367761
80	15	2.26627206973588
80	16	2.4654119396162
80	17	2.70641717005629
80	18	3.0347782716769
80	19	3.44885554840089
80	20	3.85230596351014
80	21	4.08823272851342
80	22	4.00515329325024
80	23	3.53464024011015
80	24	2.79644111021634
80	25	2.00650407817450
80	26	1.36000850392098
80	27	0.940714631018699
80	28	0.661490165723275
80	29	0.410013886281233
80	30	0.146865527359604
80	31	0
80	32	0
80	33	0
80	34	0
80	35	0
80	36	0
80	37	0
80	38	0
80	39	0
80	40	0
80	41	0
80	42	0
80	43	0
80	44	0
80	45	0
80	46	0
80	47	0
80	48	0
80	49	0
80	50	0
81	-15	0.0322452811689258
81	-14	0.0212351366437036
81	-13	0.00373707565041204
81	-12	0
81	-11	0
81	-10	0
81	-9	0
81	-8	0
81	-7	0.00646493793573683
81	-6	0.0389809563583342
81	-5	0.0672391649342285
81	-4	0.0791482569771068
81	-3	0.0683572225956098
81	-2	0.0384967615622376
81	-1	0
81	0	0
81	1	0
81	2	0
81	3	0.0274264150677549
81	4	0.0609662589989679
81	5	0.0879831598478004
81	6	0.118652432438333
81	7	0.174413296462059
81	8	0.286104002745586
81	9	0.486006310933827
81	10	0.793324084999926
81	11	1.18440583663369
81	12	1.60351862912872
81	13	1.99231610438235
81	14	2.30144136732591
81	15	2.53726264796281
81	16	2.76898882956051
81	17	3.06086227014642
81	18	3.43834105323385
81	19	3.87634358334218
81	20	4.26594650173137
81	21	4.44315154275197
81	22	4.26561485713004
81	23	3.69759080841578
81	24	2.88591101601221
81	25	2.06094877341199
81	26	1.40333412873342
81	27	0.976650746951351
81	28	0.678223945898961
81	29	0.401149764363325
81	30	0.114247255886988
81	31	0
81	32	0
81	33	0
81	34	0
81	35	0
81	36	0
81	37	0
81	38	0
81	39	0
81	40	0
81	41	0
81	42	0
81	43	0
81	44	0
81	45	0
81	46	0
81	47	0
81	48	0
81	49	0
81	50	0
82	-15	0.0105507534457745
82	-14	0
82	-13	0
82	-12	0
82	-11	0
82	-10	0
82	-9	0
82	-8	0
82	-7	0.00208678224653547
82	-6	0.0385692872202387
82	-5	0.0680068780070421
82	-4	0.078205525867935
82	-3	0.0639826147749474
82	-2	0.0293781655113177
82	-1	0
82	0	0
82	1	0
82	2	0
82	3	0.0252550441804039
82	4	0.0653311479122446
82	5	0.103469803254501
82	6	0.154645147158250
82	7	0.243683130285646
82	8	0.402759834703557
82	9	0.659155886283492
82	10	1.01440242400191
82	11	1.43095439714401
82	12	1.85376049863682
82	13	2.23568949155079
82	14	2.54530127827391
82	15	2.80648334651121
82	16	3.08944689652217
82	17	3.44731367514696
82	18	3.88450652624639
82	19	4.34047161774747
82	20	4.68821217156765
82	21	4.76369081166796
82	22	4.45733927587211
82	23	3.78984349451579
82	24	2.93627270935863
82	25	2.11724393556076
82	26	1.48307298070840
82	27	1.05784638613593
82	28	0.728468719373923
82	29	0.407615009524561
82	30	0.0805309097917478
82	31	0
82	32	0
82	33	0
82	34	0
82	35	0
82	36	0
82	37	0
82	38	0
82	39	0
82	40	0
82	41	0
82	42	0
82	43	0
82	44	0
82	45	0
82	46	0
82	47	0
82	48	0
82	49	0
82	50	0
83	-15	0
83	-14	0
83	-13	0
83	-12	0
83	-11	0
83	-10	0
83	-9	0
83	-8	0
83	-7	0
83	-6	0.0253565740095442
83	-5	0.0489110495236759
83	-4	0.0534206642902261
83	-3	0.0375264523111576
83	-2	0.00432050410249252
83	-1	0
83	0	0
83	1	0
83	2	0.000690492766126649
83	3	0.0458105365206614
83	4	0.0880981210575677
83	5	0.133307212282285
83	6	0.203189318947756
83	7	0.327923487861641
83	8	0.538851846324911
83	9	0.852426134562223
83	10	1.25343379080747
83	11	1.69308230056086
83	12	2.11556379668710
83	13	2.48422971180488
83	14	2.78964268234902
83	15	3.07916262186627
83	16	3.42179873887007
83	17	3.85415054039459
83	18	4.35569420003161
83	19	4.82720657881477
83	20	5.12172615092951
83	21	5.08634288011773
83	22	4.65594625120936
83	23	3.90080844164174
83	24	3.01276667483618
83	25	2.20757134790161
83	26	1.60550031348034
83	27	1.17459842492118
83	28	0.798767206473544
83	29	0.413920985728373
83	30	0.0338186649633603
83	31	0
83	32	0
83	33	0
83	34	0
83	35	0
83	36	0
83	37	0
83	38	0
83	39	0
83	40	0
83	41	0
83	42	0
83	43	0
83	44	0
83	45	0
83	46	0
83	47	0
83	48	0
83	49	0
83	50	0
84	-15	0
84	-14	0
84	-13	0
84	-12	0
84	-11	0
84	-10	0
84	-9	0
84	-8	0
84	-7	0
84	-6	0.00513242590831681
84	-5	0.0178225952612339
84	-4	0.0162012063074238
84	-3	0.000252220813505122
84	-2	0
84	-1	0
84	0	0
84	1	0
84	2	0.0392970566718893
84	3	0.0874013953502564
84	4	0.125169670901885
84	5	0.170947601978135
84	6	0.257156439886853
84	7	0.419310710895116
84	8	0.686513285804691
84	9	1.06133689923843
84	10	1.51152751522700
84	11	1.97725494301691
84	12	2.40148599955841
84	13	2.75361239898768
84	14	3.05451943719729
84	15	3.37101668506445
84	16	3.76792882954772
84	17	4.27039582745793
84	18	4.83106284607098
84	19	5.3180669602769
84	20	5.56553318868595
84	21	5.43577943594991
84	22	4.89896203578132
84	23	4.06298225875805
84	24	3.13516685809556
84	25	2.32442652124055
84	26	1.72844801637921
84	27	1.26970529416771
84	28	0.829212441433287
84	29	0.377843184819804
84	30	0
84	31	0
84	32	0
84	33	0
84	34	0
84	35	0
84	36	0
84	37	0
84	38	0
84	39	0
84	40	0
84	41	0
84	42	0
84	43	0
84	44	0
84	45	0
84	46	0
84	47	0
84	48	0
84	49	0
84	50	0
85	-15	0
85	-14	0
85	-13	0
85	-12	0
85	-11	0
85	-10	0
85	-9	0
85	-8	0
85	-7	0
85	-6	0
85	-5	0
85	-4	0
85	-3	0
85	-2	0
85	-1	0
85	0	0
85	1	0.0246693011546372
85	2	0.0842459899492357
85	3	0.133414060784702
85	4	0.163816822487953
85	5	0.206895061448993
85	6	0.309893005379919
85	7	0.515063631924438
85	8	0.845935038922803
85	9	1.29046691749529
85	10	1.79951547369816
85	11	2.29693636363262
85	12	2.72315910898554
85	13	3.05873535717979
85	14	3.35143242359458
85	15	3.68388621374706
85	16	4.12294845410614
85	17	4.683144014356
85	18	5.29506807889655
85	19	5.79349327590503
85	20	5.99618141712321
85	21	5.79090620890398
85	22	5.16875190253165
85	23	4.24682444137926
85	24	3.25521499485373
85	25	2.40439234044349
85	26	1.76552990978512
85	27	1.25188757726886
85	28	0.750053463050779
85	29	0.259228602444459
85	30	0
85	31	0
85	32	0
85	33	0
85	34	0
85	35	0
85	36	0
85	37	0
85	38	0
85	39	0
85	40	0
85	41	0
85	42	0
85	43	0
85	44	0
85	45	0
85	46	0
85	47	0
85	48	0
85	49	0
85	50	0
86	-15	0
86	-14	0
86	-13	0
86	-12	0
86	-11	0
86	-10	0
86	-9	0
86	-8	0
86	-7	0
86	-6	0
86	-5	0
86	-4	0
86	-3	0
86	-2	0
86	-1	0
86	0	0
86	1	0.0525235306901992
86	2	0.116900824764625
86	3	0.163913077765348
86	4	0.191821030320527
86	5	0.238213214758966
86	6	0.363271167582074
86	7	0.618807864068492
86	8	1.02620623010233
86	9	1.55404347521630
86	10	2.13117429165209
86	11	2.66324587030961
86	12	3.08791335715579
86	13	3.40515137597928
86	14	3.68457888487736
86	15	4.0231522680138
86	16	4.49351712393791
86	17	5.09794842125431
86	18	5.74013108982300
86	19	6.23298391096762
86	20	6.39290058189924
86	21	6.12094906831132
86	22	5.40957692608977
86	23	4.38758155569537
86	24	3.30156214943599
86	25	2.36547199673655
86	26	1.65142852443701
86	27	1.07747529769418
86	28	0.545808561515207
86	29	0.0511661854761902
86	30	0
86	31	0
86	32	0
86	33	0
86	34	0
86	35	0
86	36	0
86	37	0
86	38	0
86	39	0
86	40	0
86	41	0
86	42	0
86	43	0
86	44	0
86	45	0
86	46	0
86	47	0
86	48	0
86	49	0
86	50	0
87	-15	0
87	-14	0
87	-13	0
87	-12	0
87	-11	0
87	-10	0
87	-9	0.0070460039741378
87	-8	0.0140512306287648
87	-7	0.0130834311831347
87	-6	0.00190653620305126
87	-5	0
87	-4	0
87	-3	0
87	-2	0
87	-1	0
87	0	0.00679564967835156
87	1	0.0672072259154746
87	2	0.126770404631673
87	3	0.172300697511865
87	4	0.209351530495351
87	5	0.272872310327667
87	6	0.434461658082584
87	7	0.752984788361006
87	8	1.24512302967975
87	9	1.86344999181147
87	10	2.51057494896699
87	11	3.07573898014849
87	12	3.49400207828173
87	13	3.78638197708583
87	14	4.05059904197032
87	15	4.39496982548461
87	16	4.88762019065911
87	17	5.51415045589909
87	18	6.15982548076293
87	19	6.63692323812647
87	20	6.7572320653312
87	21	6.40642438517511
87	22	5.58490293781282
87	23	4.44512821497174
87	24	3.2356628539145
87	25	2.19052380755933
87	26	1.39571770185481
87	27	0.781397127504093
87	28	0.254599156363543
87	29	0
87	30	0
87	31	0
87	32	0
87	33	0
87	34	0
87	35	0
87	36	0
87	37	0
87	38	0
87	39	0
87	40	0
87	41	0
87	42	0
87	43	0
87	44	0
87	45	0
87	46	0
87	47	0
87	48	0
87	49	0
87	50	0
88	-15	0
88	-14	0.00197617184055265
88	-13	0.00694635656218678
88	-12	0.0150208830223093
88	-11	0.0263228762978369
88	-10	0.0396143823123436
88	-9	0.0515623453799752
88	-8	0.0574078791900978
88	-7	0.0525139292906078
88	-6	0.0349115678871552
88	-5	0.00774389836684358
88	-4	0
88	-3	0
88	-2	0
88	-1	0
88	0	0.0157899709130572
88	1	0.0706653654396409
88	2	0.124657212753767
88	3	0.173352560536983
88	4	0.228953294150706
88	5	0.331141747532290
88	6	0.551330527890092
88	7	0.947123749196481
88	8	1.52328700201658
88	9	2.22240840537617
88	10	2.92768598742043
88	11	3.51646548106743
88	12	3.91793810319518
88	13	4.17347974128710
88	14	4.41607644022423
88	15	4.76039951714359
88	16	5.26844489675019
88	17	5.89824289674442
88	18	6.52977725282186
88	19	6.9823288781938
88	20	7.05838112598538
88	21	6.62929206886047
88	22	5.69501962975618
88	23	4.42290918035065
88	24	3.08205876749228
88	25	1.93140887783358
88	26	1.08403445384925
88	27	0.45553176353683
88	28	0
88	29	0
88	30	0
88	31	0
88	32	0
88	33	0
88	34	0
88	35	0
88	36	0
88	37	0
88	38	0
88	39	0
88	40	0
88	41	0
88	42	0
88	43	0
88	44	0
88	45	0
88	46	0
88	47	0
88	48	0
88	49	0
88	50	0
89	-15	0.0123940214588473
